UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1954958;
UNIVERSITY OF WASHINGTON,7841388;
UNIVERSITY OF ILLINOIS AT CHICAGO,1897505;
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,1954928;8265434 (contact);
UNIVERSITY OF CALIFORNIA BERKELEY,9163103;
CATHOLIC UNIVERSITY OF AMERICA,1924112;
EMORY UNIVERSITY,8485499 (contact);1903529;
NEW YORK STATE PSYCHIATRIC INSTITUTE,3066082;
CLEVELAND CLINIC LERNER COM-CWRU,7891546;
RHODE ISLAND HOSPITAL,7989892;
UNIVERSITY OF TENNESSEE KNOXVILLE,1862572;1882635 (contact);
ERNEST GALLO CLINIC AND RESEARCH CENTER,8710324;
PUBLIC HEALTH INSTITUTE,1866069;
EMORY UNIVERSITY,1859619 (contact);1887225;
PUBLIC HEALTH INSTITUTE,1871191 (contact);6859603;
UNIVERSITY OF COLORADO DENVER,2087384;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,9498151;
BROWN UNIVERSITY,9470364;
UNIVERSITY OF ILLINOIS AT CHICAGO,6713439;
KAISER FOUNDATION RESEARCH INSTITUTE,2201444;
BOSTON UNIVERSITY MEDICAL CAMPUS,1970807;
DARTMOUTH COLLEGE,1865954;
MCLEAN HOSPITAL,6882682;
UNIVERSITY OF MINNESOTA,6563757;
UNIVERSITY OF SOUTHERN CALIFORNIA,2043990;
UNIVERSITY OF WASHINGTON,7690519;
UNIVERSITY OF MARYLAND BALTIMORE,1899208;
WEILL MEDICAL COLL OF CORNELL UNIV,1859686;
VIRGINIA COMMONWEALTH UNIVERSITY,6772116 (contact);1858492;
UNIV OF NORTH CAROLINA CHAPEL HILL,6968111;
UNIVERSITY OF NEW MEXICO,1864298;
PACIFIC INSTITUTE FOR RES AND EVALUATION,6776112;
UNIVERSITY OF IOWA,1861201;
SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,1884335;1861277 (contact);
UNIVERSITY OF SOUTHERN CALIFORNIA,6767875;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",7087464;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,8728436;
UNIVERSITY OF MICHIGAN,1886636;
KAISER FOUNDATION RESEARCH INSTITUTE,8572169;
YALE UNIVERSITY,6230479;1869388 (contact);
UNIVERSITY OF WASHINGTON,8908096 (contact);9749996;
STANFORD UNIVERSITY,1894174;
UNIVERSITY OF WASHINGTON,7856430;
UPSTATE MEDICAL UNIVERSITY,7936288;
JOHNS HOPKINS UNIVERSITY,1911639;
SEATTLE CHILDREN'S HOSPITAL,2087677;
UNIVERSITY OF WASHINGTON,1903789;
UNIVERSITY OF PENNSYLVANIA,6800809;
UNIVERSITY OF MARYLAND BALTIMORE,1899208;
SALK INSTITUTE FOR BIOLOGICAL STUDIES,1889558;1926759 (contact);
JACKSON LABORATORY,6675436;
RAND CORPORATION,8189176;
NATHAN S. KLINE INSTITUTE FOR PSYCH RES,7141527;
UNIV OF NORTH CAROLINA CHAPEL HILL,7551787;
VANDERBILT UNIVERSITY,1911374;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878181;
"RUTGERS, THE STATE UNIV OF N.J.",8906938;
UT SOUTHWESTERN MEDICAL CENTER,10005246;
UNIVERSITY OF MISSOURI-COLUMBIA,1873031;
SAN DIEGO STATE UNIVERSITY,1970723;
RAND CORPORATION,7972307;
OREGON RESEARCH INSTITUTE,1896625;
LSU HEALTH SCIENCES CENTER,7679860;
HARVARD MEDICAL SCHOOL,6884787;
UNIVERSITY OF VIRGINIA,6488465 (contact);1970794;1864476;1859997;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1876811 (contact);1909906;
UNIVERSITY OF FLORIDA,1895286;
UNIVERSITY OF CALIFORNIA SAN DIEGO,9556538;
NATIONAL DEVELOPMENT &RES INSTITUTES,1860286;
NATIONAL DEVELOPMENT &RES INSTITUTES,1872653;1870163 (contact);
VIRGINIA COMMONWEALTH UNIVERSITY,8453929;
COLUMBIA UNIVERSITY HEALTH SCIENCES,8447367;
UNIVERSITY OF NORTH CAROLINA GREENSBORO,9644729;6870954 (contact);
RUSH UNIVERSITY MEDICAL CENTER,1966640 (contact);1871250;
