UNIVERSITY OF IOWA,1970848;
JOHNS HOPKINS UNIVERSITY,1881304;
"RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",1864295;
SUNY DOWNSTATE MEDICAL CENTER,1878168;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,6374207;
LOYOLA UNIVERSITY CHICAGO,1859187;
UNIVERSITY OF LOUISVILLE,2047731;
UNIVERSITY OF NORTH DAKOTA,1970862;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1902082;
PURDUE UNIVERSITY WEST LAFAYETTE,1889090;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
SCRIPPS RESEARCH INSTITUTE,1864308;
OREGON HEALTH AND SCIENCE UNIVERSITY,1864301;
UNIVERSITY OF CALIFORNIA DAVIS,1862099;
UNIVERSITY OF TEXAS AUSTIN,1878171;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1868766;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,6374207;
SAN DIEGO STATE UNIVERSITY,1878177;
UPSTATE MEDICAL UNIVERSITY,2086990;
TEXAS A&M UNIVERSITY SYSTEM,1899210;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1967703;
UNIVERSITY OF BRITISH COLUMBIA,1860374;
NORTHWESTERN UNIVERSITY,1862703;
EAST CAROLINA UNIVERSITY,1884351;
HACKENSACK UNIVERSITY MEDICAL CENTER,1879454;
BROWN UNIVERSITY,1901811;
BROWN UNIVERSITY,1901811;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1878173;
UNIVERSITY OF MISSOURI-COLUMBIA,6614112;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1879915;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1864297;
GEORGE WASHINGTON UNIVERSITY,1860336;
UNIVERSITY OF WASHINGTON,1864296;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
"RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",1864295;
UNIVERSITY OF SOUTH FLORIDA,1899207;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
SUNY DOWNSTATE MEDICAL CENTER,1873977;
THOMAS JEFFERSON UNIVERSITY,1899205;
