JOHNS HOPKINS UNIVERSITY,1881304;
JOHNS HOPKINS UNIVERSITY,1881304;
RHODE ISLAND HOSPITAL,1864295;
SUNY DOWNSTATE MEDICAL CENTER,2404985;
LOYOLA UNIVERSITY CHICAGO,1859187;
UNIVERSITY OF LOUISVILLE,2047731;
UNIVERSITY OF SOUTHERN CALIFORNIA,1878176;
UNIVERSITY OF NORTH DAKOTA,1970862;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1902082;
PURDUE UNIVERSITY WEST LAFAYETTE,1889090;
SRI INTERNATIONAL,1873782;
SCRIPPS RESEARCH INSTITUTE,1864308;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1892891;
OREGON HEALTH AND SCIENCE UNIVERSITY,1864301;
UNIVERSITY OF TEXAS AUSTIN,1878171;
SAN DIEGO STATE UNIVERSITY,1878177;
UPSTATE MEDICAL UNIVERSITY,2086990;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1878937;
BOSTON UNIVERSITY MEDICAL CAMPUS,1864309;
WASHINGTON STATE UNIVERSITY,1866029;
UPSTATE MEDICAL UNIVERSITY,2086990;
UNIVERSITY OF BRITISH COLUMBIA,1860374;
EAST CAROLINA UNIVERSITY,1884351;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1860813;
BROWN UNIVERSITY,1901811;
EMORY UNIVERSITY,1870464;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1878173;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1879915;
UNIVERSITY OF WASHINGTON,1864296;
RHODE ISLAND HOSPITAL,1864295;
UNIVERSITY OF SOUTH FLORIDA,1899207;
SCRIPPS RESEARCH INSTITUTE,1877486;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
ARKANSAS CHILDREN'S HOSPITAL RES INST,6382837;
THOMAS JEFFERSON UNIVERSITY,1899205;
UNIVERSITY OF COLORADO AT BOULDER,1866059;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1899214;
UNIVERSITY OF ILLINOIS AT CHICAGO,1879641;
UNIVERSITY OF FLORIDA,1889103;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
YALE UNIVERSITY,1860625;
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,6807051;
MISSISSIPPI STATE UNIVERSITY,1871437;
MONELL CHEMICAL SENSES CENTER,1862456;
UNIVERSITY OF COLORADO DENVER,1878129;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1868167;
BROWN UNIVERSITY,1901811;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1970408;
JOHNS HOPKINS UNIVERSITY,1970408;
THOMAS JEFFERSON UNIVERSITY,1858031;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1884344;
UNIVERSITY OF ILLINOIS AT CHICAGO,1894370;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
"CV THERAPEUTICS, INC.",1970739;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,6782233;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1883849;
