DUKE UNIVERSITY,1860294;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1972762;
UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,7924704;
UNIVERSITY OF NEW MEXICO,7016340;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1959014;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,6563073;
MASSACHUSETTS GENERAL HOSPITAL,8604094;
CLEVELAND CLINIC LERNER COM-CWRU,1866065;
UNIV OF NORTH CAROLINA CHAPEL HILL,6579675;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1871726;
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,8675343 (contact);9844633;
PACIFIC INSTITUTE FOR RES AND EVALUATION,6270530;
CORNELL UNIVERSITY,1985341;
TEMPEST TECHNOLOGIES,10077404;
OREGON HEALTH &SCIENCE UNIVERSITY,1895149;
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,1909888;
SCIENTIFIC ANALYSIS CORPORATION,1878170;
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,7983301;
GEORGIA  REGENTS UNIVERSITY,1938050;1871667 (contact);
RESEARCH TRIANGLE INSTITUTE,1864777 (contact);8873258;
UNIVERSITY OF KENTUCKY,7876958;
TEMPLE UNIV OF THE COMMONWEALTH,9832434;
UNIVERSITY OF MINNESOTA,1884962;
PORTLAND STATE UNIVERSITY,1875956;
GEORGETOWN UNIVERSITY,2089071;
RAND CORPORATION,10385457;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1878158;
UNIVERSITY OF CHICAGO,9442368;
YALE UNIVERSITY,9979211 (contact);1970736;
UNIVERSITY OF MISSISSIPPI MED CTR,9291290;
UNIVERSITY OF ARIZONA,6201636;
VANDERBILT UNIVERSITY,9825305;
JOHNS HOPKINS UNIVERSITY,9421078 (contact);1866679;
WASHINGTON STATE UNIVERSITY,6270611;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1875693;
SCRIPPS RESEARCH INSTITUTE,1879432;
PUBLIC HEALTH INSTITUTE,6857167;8227082 (contact);
"BUTLER HOSPITAL (PROVIDENCE, RI)",1873783;
UNIVERSITY OF KANSAS MEDICAL CENTER,9092563;
SCRIPPS RESEARCH INSTITUTE,1877486;
UNIVERSITY OF FLORIDA,6204217;
UNIVERSITY OF CALIFORNIA SAN DIEGO,8779474;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,8101969;
GEORGE WASHINGTON UNIVERSITY,1860336;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1860813 (contact);1864291;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIVERSITY OF SOUTHERN CALIFORNIA,10328808;
VIRGINIA COMMONWEALTH UNIVERSITY,1872381;
BROWN UNIVERSITY,6437625;
DUKE UNIVERSITY,8818403;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6951767;
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,7850879;
SOUTHERN METHODIST UNIVERSITY,8781189;
MAYO CLINIC  JACKSONVILLE,8506754;
NORTHWESTERN UNIVERSITY AT CHICAGO,1893671;
UNIVERSITY OF SOUTHERN CALIFORNIA,8481786;
VANDERBILT UNIVERSITY,1954683;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1895467;
UNIVERSITY OF SOUTHERN CALIFORNIA,1910627;
SAN DIEGO STATE UNIVERSITY,6272701;
GEORGE MASON UNIVERSITY,7748163;
OREGON RESEARCH INSTITUTE,3054326;
BOSTON UNIVERSITY MEDICAL CAMPUS,7547783;
RAND CORPORATION,7560815;
DARTMOUTH COLLEGE,7073667;9781112;6795278 (contact);
VANDERBILT UNIVERSITY,6406882;
COLUMBIA UNIVERSITY HEALTH SCIENCES,9974546;9969604 (contact);1866348;
OREGON HEALTH &SCIENCE UNIVERSITY,1860682;
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,1889467;
OREGON HEALTH &SCIENCE UNIVERSITY,7895599;
RAND CORPORATION,1890033;
BRIGHAM AND WOMEN'S HOSPITAL,1925223;
ALBERT EINSTEIN COLLEGE OF MEDICINE,8752439;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7019641;
UNIVERSITY OF MICHIGAN,8482480;
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,8874430;
UNIVERSITY OF MARYLAND BALTIMORE,6130336;2054953;6815162;1918120 (contact);
UNIVERSITY OF IOWA,1909987;
OHIO STATE UNIVERSITY,1879906;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,6683971;6806396 (contact);
WASHINGTON UNIVERSITY,7061981;
UNIVERSITY OF HAWAII AT MANOA,2094837;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,6626039;
UNIV OF NORTH CAROLINA CHAPEL HILL,7519595;
BRIGHAM AND WOMEN'S HOSPITAL,1880936;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,2479101 (contact);2405422;
HENRY FORD HEALTH SYSTEM,1870373;
FRED HUTCHINSON CANCER RESEARCH CENTER,1883041;
"MINNEAPOLIS MEDICAL RESEARCH FDN, INC.",1947232;
UNIVERSITY OF SOUTHERN CALIFORNIA,1960378;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,8615017;
UNIVERSITY OF PENNSYLVANIA,1857826;
NATHAN S. KLINE INSTITUTE FOR PSYCH RES,1878019;1878978;1886611 (contact);
UNIVERSITY OF KENTUCKY,8915754;
UNIVERSITY OF SOUTH FLORIDA,1885151;
BRANDEIS UNIVERSITY,1960974;
UNIVERSITY OF MINNESOTA,1878111 (contact);7567509;
JOHNS HOPKINS UNIVERSITY,1954565;
"NEW ENGLAND RESEARCH INSTITUTES, INC.",9357654;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1859473;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1865401;2252820 (contact);8413309;
VANDERBILT UNIVERSITY,8086279;
BRIGHAM AND WOMEN'S HOSPITAL,8862538;
UNIVERSITY OF WASHINGTON,2291308;
YALE UNIVERSITY,6507476;
JACKSON LABORATORY,1878073;
BALL STATE UNIVERSITY,1860541;
AMERICAN INSTITUTES FOR RESEARCH,10355057 (contact);1954490;
OHIO STATE UNIVERSITY,1894520;
HENRY FORD HEALTH SYSTEM,6369922;
UNIVERSITY OF KENTUCKY,6593886;1874302 (contact);1866775;1903208;9662252;6868501;3142857;7936195;10500705;
SANFORD-BURNHAM MEDICAL RESEARCH INSTIT,9517249;
WILLIAM BEAUMONT HOSPITAL RESEARCH INST,1889058 (contact);8536666;
SCRIPPS RESEARCH INSTITUTE,10105415;
UNIVERSITY OF WISCONSIN-MADISON,1889808;2210723 (contact);
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",7898002;
BUCK INSTITUTE FOR RESEARCH ON AGING,8241411;
UNIVERSITY OF PENNSYLVANIA,1862421;
KUAKINI MEDICAL CENTER,7005909;
SANFORD-BURNHAM MEDICAL RESEARCH INSTIT,6712236;
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,8442002;
VANDERBILT UNIVERSITY,9742519;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1867226;
UNIVERSITY OF UTAH,1910116;
LSU HEALTH SCIENCES CENTER,6251638;
JOHNS HOPKINS UNIVERSITY,1960081;
COLUMBIA UNIV NEW YORK MORNINGSIDE,7667665;
UNIVERSITY OF TEXAS DALLAS,7942292;
ALBERT EINSTEIN COLLEGE OF MEDICINE,10492574;7705170 (contact);
JOHNS HOPKINS UNIVERSITY,2405422;
UNIVERSITY OF WASHINGTON,2291308;
BETH ISRAEL DEACONESS MEDICAL CENTER,1901655;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1889033;
STANFORD UNIVERSITY,6320746;
UNIVERSITY OF MICHIGAN,9332695;
UNIV OF NORTH CAROLINA CHAPEL HILL,1972116;
UNIVERSITY OF ROCHESTER,1887042;
UNIVERSITY OF MINNESOTA,1887262;
GROUP HEALTH COOPERATIVE,1873971;
UNIVERSITY OF HAWAII AT MANOA,9170667;
UNIVERSITY OF MICHIGAN,6400536;
UNIVERSITY OF PENNSYLVANIA,1860155;
"TRUDEAU INSTITUTE, INC.",1865891;
UNIVERSITY OF SOUTH FLORIDA,1887207;
TEXAS A&M UNIVERSITY,7887997;
ALBERT EINSTEIN COLLEGE OF MEDICINE,9642067;
UNIVERSITY OF COLORADO DENVER,6187614;
CLEVELAND STATE UNIVERSITY,8294126;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,2402949;
UNIVERSITY OF MINNESOTA,9238548;
SAN DIEGO STATE UNIVERSITY,1901440;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1935153;
UNIVERSITY OF FLORIDA,2085677;
DUKE UNIVERSITY,1874790;
UNIVERSITY OF WASHINGTON,7938142;
UNIVERSITY OF KENTUCKY,8163817;
UNIVERSITY OF CALIFORNIA SAN DIEGO,9393886;
BANNER SUN HEALTH RESEARCH INSTITUTE,1867891;
UNIVERSITY OF ROCHESTER,6486092;
SANFORD-BURNHAM MEDICAL RESEARCH INSTIT,9517249;
UNIVERSITY OF HOUSTON,8402949;
EMORY UNIVERSITY,7724587 (contact);6078988;
BRIGHAM AND WOMEN'S HOSPITAL,1901537;
MONTANA STATE UNIVERSITY - BOZEMAN,10388142;1869967 (contact);
RUSH UNIVERSITY MEDICAL CENTER,7910996;
MAYO CLINIC ROCHESTER,7941015;
INSTITUTE FOR DEMOGRAPHIC RESEARCH,1860078;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6111760;
SLOAN-KETTERING INST CAN RESEARCH,10253270;
UNIVERSITY OF COLORADO,1862320;
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB,9369738;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1882651;
BAYLOR COLLEGE OF MEDICINE,6379023;
